UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U491,50~60,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,N/A,High,Mid,Mid,N/A,High,Low,Mid,N/A,N/A,Low,Mid,High,High,High,High,High,Low,Low,Mid,Low,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,High,Mid,High,Low,Mid
U492,30~40,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,Yes,Low,Low,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Low,Low,Low,Low,High,High,Mid,High,Mid,Low,Low,High,High,High,Mid,Low,Low,Mid,High,Low
U493,30~40,0~10,Arts & Humanities,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,High,Mid,High,High,High,Low,High,High,Mid,Low,Mid,Mid,Mid,High,High,High,High,Low,High,High,High,Low,Mid,Low,Low,Low,High,High,High,Mid,Mid,High,High,Mid,Low,Low,Low
U494,30~40,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Professor,No,High,High,High,High,High,Mid,High,High,High,High,High,Low,High,High,Mid,Mid,High,High,High,High,High,High,Low,Low,Mid,Mid,High,Low,High,Low,Mid,High,High,Mid,High,High,High,High,High,High,High,Low,High
U495,50~60,0~10,Health Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Low,Low,High,High,Mid,Low,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Low,Low,High,Low,High,Low,High,Low,Mid,Low,Low,Mid,Low,Low,Mid,Mid,Mid,Mid,Low,High,Mid,High,High,High,High,High,Low,Low
U496,30~40,0~10,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Low,Mid,High,Mid,Mid,Mid,High,Mid,Low,Mid,Mid,Mid,Low,Low,Low,High,High,Mid,Mid,High,High,High,Low,High,High,High,Low,High
U497,50~60,20~30,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,Mid,N/A,High,Mid,Mid,Mid,Low,High,Low,Mid,N/A,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,High,Mid,Low,Mid,Low,Low,Mid,Low,High
U498,30~40,,Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,High,High,High,High,High,High,Low,Mid,High,High,High,Low,Low,High,Mid,Mid,Mid,Mid,High,Mid,Mid,Low,High,High,High,Low,Mid
U499,30~40,0~10,Law & Politics,Male,UOC,Adjunct,PhD,Professor,Yes,Mid,Mid,Low,High,High,Mid,High,High,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,Low,High,High,High,High,High,Low,Low,High,Low,Low,Low,Low,High,High,High,Low
U500,50~60,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,Mid,High,High,High,High,Mid,Low,Mid,Mid,Mid,Mid,High,High,Low,Mid,Mid,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,N/A,High,High,High,High,Mid,Mid,High,High,High,High,Low,Mid,High,High,Low
U501,40~50,10~20,Law & Politics,Male,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Low,Mid,Mid,Low,Mid,Mid,Low,Mid,Low,High,Mid,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Mid,Low,Low,Low,Low,Low,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low
U502,40~50,0~10,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Mid,Low,Mid,Low,Low,Mid,High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,High,High,N/A,N/A,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low
U503,30~40,,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Low,High,High,High,High,Mid,Low,High,Mid,Mid,Mid,Mid,High,Low,Low,High,Mid,N/A,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Mid,Low,High,Mid,Low,Low,Low,Low,Low,Low,Low
U504,40~50,20~30,Unknown,Male,UOC,Adjunct,PhD,Professor,Yes,Low,Mid,Mid,Mid,Low,Mid,N/A,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,Mid,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,High,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low
U505,40~50,10~20,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,High,Mid,Mid,Low,High,Mid,Mid,Low,Low,Mid,Mid,Low,Low,High,Low,High,Mid,High,Low,Low,Low,Low,High,Low,Low,Low,Mid,Low,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low
U506,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,High,Mid,High,Mid,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,High,High,Low,High
U507,40~50,10~20,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Mid,High,Mid,N/A,Low,Low,Low,Mid,Low,Mid,Low,Low,N/A,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Mid,Low,Low,Low,Low,Low,Low
U508,40~50,20~30,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,Mid,High,Low,Mid,Low,Mid,Low,Low,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,Low,Mid,Low,Low,Low,High,High,Mid,High,Low,Mid,High,Low,Low
U509,50~60,20~30,Law & Politics,Male,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Low,Low,Mid,High,High,Mid,Mid,Low,N/A,N/A,Low,Low,Mid,Low,High,High,High,Mid,Mid,High,N/A,High,Low,Low,Mid,Low,Low,Mid,High,High,High,Low,High,Mid,High,High,Low,Low
U510,50~60,20~30,Sciences,Male,UOC,Adjunct,PhD,Professor,No,High,N/A,High,High,High,Mid,High,High,Mid,Mid,Low,High,Mid,High,Mid,Low,Low,Mid,Low,High,High,High,Low,Low,Mid,Low,High,Low,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U511,50~60,10~20,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,Yes,Mid,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,High,Mid,High,High,High,High,High,Mid,Low,High,High,High,Mid,Mid,Mid,High,Low,High,High,Mid,High,Mid,High,High,High,High,High,Low
U512,50~60,10~20,Unknown,Male,UOC,Adjunct,PhD,Associate,No,Low,Low,Low,Low,Mid,Low,Mid,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,High,Low,Mid,High,Low,Low
U513,50~60,10~20,Health Sciences,Male,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,N/A,N/A,Mid,Mid,Mid,Mid,Mid,High,Mid,Low,N/A,Low,N/A,N/A,Low,Mid,Mid,High,Low,Low,Low,Low,Mid,N/A,Low,Mid,High,High,N/A,N/A,High,High,High,High,Low,Low,N/A,Low,High
U514,50~60,20~30,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Mid,Mid,High,High,Mid,Mid,High,High,Low,Mid,Mid,High,Mid,Mid,Mid,Low,Low,High,High,High,High,High,Low,Low,Low,Mid,High,High,Low,High,High,High,Mid,Low,High,Low,Mid,Mid,High,High,Low,Low,High
U515,40~50,10~20,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,High,High,High,High,Mid,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,Low,High,High,High,High,High,Mid,High
U516,50~60,10~20,Arts & Humanities,Male,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Mid,Mid,High,Low,High,Mid,High,Mid,High,High,High,High,High,N/A,High,High,High,High,Low
U517,60~70,20~30,Engineering & Architecture,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Low,High,Mid,Mid,High,High,Mid,Mid,Mid,High,Mid,Low,N/A,Low,Mid,Low,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Low,Mid,N/A,Mid,Low,Low,Low,Mid,High,High,Low,Low
U518,50~60,20~30,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,Yes,Low,Mid,Low,Mid,Low,Mid,Low,Low,Low,Low,Low,High,Mid,Low,Mid,Low,Mid,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low
U519,50~60,20~30,Unknown,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Mid,High,High,Low,Low,High,Low,Low,Low,High,Mid,Mid,Mid,Low,Low,High,High,High,High,High,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,Low
U520,40~50,10~20,Sciences,Male,UOC,Adjunct,PhD,Professor,No,High,High,Low,High,High,N/A,High,High,Mid,High,High,Low,N/A,High,N/A,N/A,Low,High,Mid,Mid,Low,High,Low,Low,N/A,N/A,High,N/A,N/A,N/A,Low,Low,High,Mid,High,High,High,High,Low,High,High,Low,Low
U521,40~50,10~20,Health Sciences,Male,UOC,Adjunct,PhD,Professor,No,Low,Low,Mid,High,Mid,N/A,Mid,Low,Mid,Mid,Low,High,Low,N/A,N/A,Low,Low,Mid,N/A,High,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low
U522,30~40,0~10,Unknown,Male,UOC,Adjunct,PhD,Associate,No,Mid,Low,Low,High,Mid,Low,Low,Mid,Low,Mid,Low,Mid,N/A,Low,Low,Low,Low,High,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,N/A,N/A,N/A,N/A,Low,High,High,High,Low,Low,High,Low,Low
U523,40~50,10~20,Health Sciences,Male,UOC,Adjunct,PhD,Associate,No,High,High,High,High,High,High,High,High,High,Mid,High,Low,High,Mid,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Low,High,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,High
U524,40~50,0~10,Unknown,Male,UOC,Adjunct,Non-PhD,Professor,Yes,Low,Mid,Low,High,High,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Low,High,High,Mid,Low,High,High,High,Low,Low,High,High,Mid,High,High,High,High,Low,Mid,High,High,High,Mid,Low,High,High,High,Low,Mid
U525,30~40,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,High,Mid,Mid,Mid,High,Mid,High,Low,Low,Low,Low,High,Mid,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,High,High,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Low
U526,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,Yes,Mid,Mid,Mid,High,High,Mid,High,Mid,Mid,High,Mid,Mid,High,High,High,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,Mid,High,Mid,Mid,High,Mid,Mid,High,Mid,High,High,Low,High
U527,30~40,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,Mid,Mid,Low,Mid,High,High,Low,High,High,High,High,High,High,High,Mid,High,Mid,High,High,High,High,High,Mid,High,High,Mid,High,Mid,High,High,High,Low,High
U528,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Low,High,High,High,Mid,Mid,Mid,Mid,Mid,Low,Low,High,Low,High,Mid,High,High,Low,Low,Mid,Mid,Mid,Mid,High,Low,High,Low,Mid,Mid,Low,Low,Low,Low,Low,High,High,Low,Low
U529,50~60,0~10,Law & Politics,Female,UOC,Adjunct,PhD,Associate,No,Low,Low,Low,High,High,High,High,High,Mid,Mid,Mid,Low,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,High,Low,Low,Low,Low,Low,High,High,Mid,Mid,Low,Low,Low,N/A,N/A,N/A,High,Low,Low,High,Low,Low
U530,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Low,High,Mid,High,High,High,Low,Mid,Low,High,Low,Low,Mid,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,High,Mid,Mid,Low,Low,High,Mid,High,Low,High,Low,Low,Mid
U531,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,N/A,High,High,High,High,High,Low,N/A,N/A,N/A,Low,High,Mid,High,High,High,High,Mid,Low,High,High,High,Mid,High,High,High,N/A,High,High,High,High,Mid,High,High,High,High,Low,High
U532,40~50,10~20,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,Yes,High,N/A,High,High,High,N/A,N/A,N/A,High,High,High,Mid,High,N/A,N/A,N/A,N/A,High,N/A,High,N/A,High,Low,Low,High,High,N/A,N/A,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High,High,High,Low,High
U533,40~50,10~20,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Low,High,High,High,High,High,Mid,High,Mid,High,Low,Low,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Mid,Low,High,High,High,High,Mid,High,High,Low,High
U534,40~50,10~20,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Mid,Mid,Mid,Mid,Low,Low,Low,High,Low,Low,Low,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,N/A,Low,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low
U535,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Low,High,High,High,High,High,Low,Mid,Mid,Low,Mid,Low,High,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Mid,High,Mid,Low,Low,Mid,High,Low,Low
U536,40~50,20~30,Unknown,Female,UOC,Adjunct,PhD,Professor,No,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Low,Low,Mid,High,Mid,Mid,Mid,High,Low,Low,Low,Mid,High,Low,High,High,Mid,Low,Mid,Mid,Mid,High,Mid,Mid,High,High,High,Low,Low
U537,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,High,High,High,High,Low,High,High,High,Mid,Mid,Low,High,Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,Mid,High,Low,Mid,Low,Low,High,Low,High,Mid,Mid,High,Mid,Mid,High,High,High,Low,High
U538,50~60,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,High,High,High,High,Mid,Mid,Low,Low,Mid,High,Low,Mid,High,Mid,Mid,High,Low,High,High,High,Low,Low,Mid,Low,High,Low,Mid,Low,High,High,Low,Low,High,High,Mid,High,Low,High,Mid,Low,High
U539,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Mid,High,High,High,Mid,High,High,High,Low,Low,High,Mid,High,Low,Low,Low,Mid,High,High,High,High,High,High,High,High,High,High,Low,Low
U540,30~40,0~10,Health Sciences,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Mid,Mid,Low,Mid,Low,High,Mid,High,Low,Low,Mid,Low,Mid,High,High,High,High,High,Low,Low,Mid,Mid,Mid,Low,High,Low,High,High,Mid,Mid,High,Low,High,Mid,Low,Mid,Low,Low,Low
U541,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Mid,Low,High,High,Mid,High,Mid,High,Mid,High,Low,Mid,Mid,Low,Low,Low,Low,High,Mid,High,Low,Low,Low,N/A,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,Low
U542,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,Mid,High,Low,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Low,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,High,Mid,High,High,Low,High
U543,50~60,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,Mid,High,N/A,N/A,Low,Mid,High,N/A,High,Mid,High,Low,Low,Low,Low,Mid,High,Mid,Mid,High,N/A,N/A,N/A,High,High,High,High,Low,Mid,Mid,Low,Low
U544,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,High,Mid,High,Mid,High,Mid,High,Mid,High,Mid,Mid,High,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,Mid,Low,Low,High,High,High,High,Mid,Mid,Mid,Low,Low
U545,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,Yes,Mid,Mid,High,High,High,High,High,High,Mid,Mid,Low,Low,High,High,Low,High,Low,High,Low,High,High,High,High,High,High,High,Mid,High,High,High,Low,Low,High,High,Mid,High,Mid,High,High,High,High,High,High
U546,50~60,20~30,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Low,Mid,High,High,Mid,High,High,High,High,Mid,High,High,Mid,Mid,Mid,Low,Mid,Mid,High,High,High,Mid,Low,High,Mid,Mid,Low,Low,Low,Low,Low,Mid,High,High,High,High,High,Mid,High,High,Low,Mid
U547,40~50,20~30,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Low,Low,Low,High,Mid,Low,High,High,Low,Low,Low,High,Low,Low,Mid,Low,Low,Low,Mid,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Mid,Low,Low,High,Mid,Low,Low,Low,Low,Low,Low,Low
U548,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,Mid,High,Low,High,High,High,Mid,Mid,Mid,Mid,Low,Low,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,High,High,High,High,Low,High
U549,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Mid,High,Low,High,Low,Mid,Low,Low,Low,High,Low,Low,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,Mid,Mid,High,High,Mid,Low,High,Low,Low,Mid,Low,Low,Mid,Mid,Low
U550,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,Yes,High,High,High,High,High,High,High,Mid,High,High,Mid,High,High,High,High,High,Mid,High,High,High,High,High,N/A,High,High,Mid,High,Mid,High,High,High,High,High,N/A,High,High,High,High,High,High,Low,Low,High
U551,40~50,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,Low,High,High,High,High,High,Mid,Mid,High,Low,Low,High,Mid,Low,Low,High,High,High,High,High,Low,High,High,High,High,High,Mid,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,High,High,Mid,High
U552,30~40,0~10,Arts & Humanities,Female,UOC,Adjunct,PhD,Associate,Yes,High,High,High,High,High,High,High,Mid,High,Mid,Mid,Mid,High,Mid,High,Mid,Mid,High,Mid,High,High,High,Mid,Mid,High,High,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,High,High,High,High,Mid
U553,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid
U554,30~40,10~20,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,Mid,High,High,High,High,High,High,High,High,High,Low,High,Mid,Mid,Low,High,High,High,High,High,High,Low,Mid,Mid,Mid,High,High,High,Mid,High,Low,Mid,Mid,High,High,Mid,Low,High,High,High,Mid,High
U555,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,No,Mid,High,Low,High,High,Low,High,High,High,High,High,High,Mid,Low,Low,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Mid,High,High,Low,Low,High,High,High,High,Low,High,High,Low,Low
U556,40~50,,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,High,Mid,Mid,High,Low,Low,Mid,High,High,Low,High,Low,High,High,Mid,High,High,High,High,Mid,High,High,High,Low,Low
U557,40~50,10~20,Unknown,Female,UOC,Adjunct,PhD,Professor,Yes,Mid,High,High,High,High,High,High,High,High,High,Mid,Low,Mid,Low,High,Mid,High,Low,High,High,High,High,Mid,Low,High,Low,High,Low,Low,Low,Mid,Mid,Mid,High,Low,High,Low,Low,Mid,High,Mid,Low,High
U558,40~50,10~20,Law & Politics,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Low,Low,High,Mid,Low,High,Mid,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Mid,Mid,Mid,Low,Low,Low,Low,Low
U559,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Low,Low,Mid,High,High,High,High,High,Mid,Mid,Mid,Low,Low,High,N/A,Low,Low,High,Low,High,High,High,Low,Low,Mid,Mid,Mid,Low,Low,High,High,High,Mid,Mid,N/A,N/A,High,High,High,High,High,Low,Mid
U560,40~50,10~20,Arts & Humanities,Female,UOC,Adjunct,PhD,Professor,No,Mid,Mid,Mid,High,High,High,High,High,Low,Low,Mid,Low,Low,Low,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,Mid,High,High,Low,Low,High,High,High,High,Low,Mid,Mid,Low,Low
U561,30~40,0~10,Engineering & Architecture,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,High,High,High,High,Mid,High,Low,Mid,High,High,Low,High,Mid,Mid,Low,High,High,High,High,High,High,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Mid
U562,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Low,Mid,High,Mid,Mid,High,High,Low,Low,Low,High,Mid,High,High,High,Low,Mid,Low,High,High,High,High,Low,High,High,High,High,High,High,Mid,Low,Mid,Mid,High,High,Mid,Mid,Low,Low,High,Low,High
U563,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Low,High,High,Low,Mid,Low,Low,Mid,Mid,High,Low,Mid,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,High,Low,Mid,High,Low,Low
U564,50~60,10~20,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Low,Mid,Mid,High,Mid,High,Mid,Mid,Mid,Mid,N/A,High,Low,Low,Mid,Low,Low,Mid,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,High,High,High,High,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Mid,High
U565,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Associate,No,High,High,High,High,High,N/A,High,Mid,High,Mid,High,N/A,High,High,N/A,Low,N/A,Mid,N/A,High,High,High,Mid,Low,High,High,High,Low,Low,Low,High,N/A,High,High,N/A,N/A,N/A,N/A,High,High,High,Low,Low
U566,30~40,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Low,High,High,N/A,Mid,Mid,Low,Low,Low,N/A,Mid,Low,N/A,Low,Low,Mid,N/A,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,Low,Mid,Low,Low,Low
U567,40~50,0~10,Unknown,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,Mid,Mid,High,High,Mid,High,High,Low,Low,Low,Mid,Low,Mid,Mid,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,Mid,Mid,Mid,Low,High,Mid,Mid,Mid,High,High,Low,Mid,Mid,Mid,Low,Low,Low
U568,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Associate,No,Mid,Mid,High,High,High,Mid,High,High,Mid,Mid,Mid,High,High,Low,Low,Mid,Mid,High,Low,High,High,High,Low,Low,Mid,Mid,High,Low,Low,Low,High,High,Mid,Mid,High,High,High,Mid,Mid,High,High,Low,Low
U569,40~50,0~10,Arts & Humanities,Female,UOC,Adjunct,Non-PhD,Professor,No,Mid,High,Mid,High,High,Low,High,High,Mid,Mid,Low,High,High,Mid,Low,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,High,Low,High,Mid,Mid,Mid,High,High,High,Mid,High,High,High,High,High,Low,Mid
